"genus","species","pa","ny","total","pa.pc","ny.pc"
"Veronica","Veronica officinalis",178,356,534,33.3333333333333,66.6666666666667
"Veronica","Veronica peregrina",45,283,328,13.719512195122,86.280487804878
"Veronica","Veronica persica",808,474,1282,63.0265210608424,36.9734789391576
"Veronica","Veronica polita",37,68,105,35.2380952380952,64.7619047619048
"Veronica","Veronica scutellata",4,18,22,18.1818181818182,81.8181818181818
"Veronica","Veronica serpyllifolia",232,266,498,46.5863453815261,53.4136546184739
"Veronica","Veronica sublobata",27,29,56,48.2142857142857,51.7857142857143
"Veronica","Veronica teucrium",1,2,3,33.3333333333333,66.6666666666667
"Veronicastrum","Veronicastrum virginicum",73,40,113,64.6017699115044,35.3982300884956
"Viburnum","Viburnum acerifolium",394,1028,1422,27.7074542897328,72.2925457102672
"Viburnum","Viburnum burkwoodii",2,1,3,66.6666666666667,33.3333333333333
"Viburnum","Viburnum carlesii",10,8,18,55.5555555555556,44.4444444444444
"Viburnum","Viburnum cassinoides",10,180,190,5.26315789473684,94.7368421052632
"Viburnum","Viburnum dentatum",62,131,193,32.1243523316062,67.8756476683938
"Viburnum","Viburnum dilatatum",215,191,406,52.9556650246305,47.0443349753695
"Viburnum","Viburnum lantana",3,23,26,11.5384615384615,88.4615384615385
"Viburnum","Viburnum lantanoides",87,531,618,14.0776699029126,85.9223300970874
"Viburnum","Viburnum lentago",43,230,273,15.7509157509158,84.2490842490842
"Viburnum","Viburnum nudum",1,0,1,100,0
"Viburnum","Viburnum opulus",177,379,556,31.8345323741007,68.1654676258993
"Viburnum","Viburnum plicatum",406,229,635,63.9370078740157,36.0629921259843
"Viburnum","Viburnum prunifolium",372,237,609,61.0837438423645,38.9162561576355
"Viburnum","Viburnum rafinesqueanum",4,24,28,14.2857142857143,85.7142857142857
"Viburnum","Viburnum recognitum",28,48,76,36.8421052631579,63.1578947368421
"Viburnum","Viburnum rhytidophyllum",20,37,57,35.0877192982456,64.9122807017544
"Viburnum","Viburnum setigerum",31,77,108,28.7037037037037,71.2962962962963
"Viburnum","Viburnum sieboldii",187,129,316,59.1772151898734,40.8227848101266
"Viburnum","Viburnum wrightii",1,11,12,8.33333333333333,91.6666666666667
"Vicia","Vicia caroliniana",10,5,15,66.6666666666667,33.3333333333333
"Vicia","Vicia cracca",51,441,492,10.3658536585366,89.6341463414634
"Vicia","Vicia faba",1,1,2,50,50
"Vicia","Vicia grandiflora",5,10,15,33.3333333333333,66.6666666666667
"Vicia","Vicia hirsuta",2,20,22,9.09090909090909,90.9090909090909
"Vicia","Vicia sativa",123,252,375,32.8,67.2
"Vicia","Vicia tetrasperma",17,23,40,42.5,57.5
"Vicia","Vicia villosa",102,136,238,42.8571428571429,57.1428571428571
"Vinca","Vinca major",52,82,134,38.8059701492537,61.1940298507463
"Vinca","Vinca minor",793,1999,2792,28.4025787965616,71.5974212034384
"Vincetoxicum","Vincetoxicum nigrum",15,194,209,7.17703349282297,92.822966507177
"Vincetoxicum","Vincetoxicum rossicum",40,248,288,13.8888888888889,86.1111111111111
"Viola","Viola affinis",7,2,9,77.7777777777778,22.2222222222222
"Viola","Viola appalachiensis",1,0,1,100,0
"Viola","Viola arvensis",42,98,140,30,70
"Viola","Viola blanda",37,26,63,58.7301587301587,41.2698412698413
"Viola","Viola canadensis",79,161,240,32.9166666666667,67.0833333333333
"Viola","Viola cucullata",55,39,94,58.5106382978723,41.4893617021277
"Viola","Viola emarginata",1,0,1,100,0
"Viola","Viola eriocarpa",380,168,548,69.3430656934307,30.6569343065693
"Viola","Viola fimbriatula",11,19,30,36.6666666666667,63.3333333333333
"Viola","Viola hastata",80,0,80,100,0
"Viola","Viola hirsutula",2,0,2,100,0
"Viola","Viola incognita",2,11,13,15.3846153846154,84.6153846153846
"Viola","Viola labradorica",54,56,110,49.0909090909091,50.9090909090909
"Viola","Viola lanceolata",7,7,14,50,50
"Viola","Viola minuscula",10,11,21,47.6190476190476,52.3809523809524
"Viola","Viola odorata",5,69,74,6.75675675675676,93.2432432432432
"Viola","Viola palmata",20,2,22,90.9090909090909,9.09090909090909
"Viola","Viola pedata",31,0,31,100,0
"Viola","Viola primulifolia",17,4,21,80.952380952381,19.047619047619
"Viola","Viola pubescens",27,28,55,49.0909090909091,50.9090909090909
"Viola","Viola rafinesquei",23,7,30,76.6666666666667,23.3333333333333
"Viola","Viola renifolia",3,3,6,50,50
"Viola","Viola rostrata",89,67,156,57.051282051282,42.948717948718
"Viola","Viola rotundifolia",47,59,106,44.3396226415094,55.6603773584906
"Viola","Viola sagittata",37,25,62,59.6774193548387,40.3225806451613
"Viola","Viola sororia",823,1207,2030,40.5418719211823,59.4581280788177
"Viola","Viola striata",225,22,247,91.0931174089069,8.90688259109312
"Viola","Viola tricolor",6,5,11,54.5454545454545,45.4545454545455
"Viola","Viola williamsii",2,11,13,15.3846153846154,84.6153846153846
"Viola","Viola wittrockiana",1,5,6,16.6666666666667,83.3333333333333
"Vitex","Vitex agnus-castus",9,18,27,33.3333333333333,66.6666666666667
"Vitis","Vitis aestivalis",53,115,168,31.547619047619,68.452380952381
"Vitis","Vitis cinerea",2,2,4,50,50
"Vitis","Vitis gmelinii",1,0,1,100,0
"Vitis","Vitis labrusca",13,19,32,40.625,59.375
"Vitis","Vitis riparia",22,102,124,17.741935483871,82.258064516129
"Vitis","Vitis rotundifolia",4,0,4,100,0
"Vitis","Vitis vinifera",2,5,7,28.5714285714286,71.4285714285714
"Vitis","Vitis vulpina",15,12,27,55.5555555555556,44.4444444444444
"Vittaria","Vittaria appalachiana",1,0,1,100,0
"Wisteria","Wisteria floribunda",3,10,13,23.0769230769231,76.9230769230769
"Wisteria","Wisteria frutescens",17,15,32,53.125,46.875
"Wisteria","Wisteria sinensis",12,24,36,33.3333333333333,66.6666666666667
"Wolffia","Wolffia brasiliensis",2,6,8,25,75
"Wolffia","Wolffia columbiana",2,3,5,40,60
"Xanthidium","Xanthidium antilopaeum",1,0,1,100,0
"Xanthidium","Xanthidium cristatum",1,0,1,100,0
"Xanthium","Xanthium strumarium",111,285,396,28.030303030303,71.969696969697
"Xanthorhiza","Xanthorhiza simplicissima",6,15,21,28.5714285714286,71.4285714285714
"Xyris","Xyris difformis",1,3,4,25,75
"Xyris","Xyris montana",1,7,8,12.5,87.5
"Xyris","Xyris torta",4,3,7,57.1428571428571,42.8571428571429
"Youngia","Youngia japonica",4,15,19,21.0526315789474,78.9473684210526
"Yucca","Yucca filamentosa",19,81,100,19,81
"Yucca","Yucca flaccida",1,0,1,100,0
"Zanthoxylum","Zanthoxylum americanum",9,75,84,10.7142857142857,89.2857142857143
"Zanthoxylum","Zanthoxylum simulans",7,5,12,58.3333333333333,41.6666666666667
"Zea","Zea mays",29,24,53,54.7169811320755,45.2830188679245
"Zelkova","Zelkova serrata",4,23,27,14.8148148148148,85.1851851851852
"Zinnia","Zinnia elegans",1,2,3,33.3333333333333,66.6666666666667
"Zizania","Zizania aquatica",6,6,12,50,50
"Zizania","Zizania palustris",2,4,6,33.3333333333333,66.6666666666667
"Zizia","Zizia aptera",13,6,19,68.421052631579,31.578947368421
"Zizia","Zizia aurea",198,207,405,48.8888888888889,51.1111111111111
"Zoysia","Zoysia matrella",1,0,1,100,0
"Abelmoschus","Abelmoschus manihot",0,34,34,0,100
"Abies","Abies firma",0,2,2,0,100
"Abietinella","Abietinella abietina",0,7,7,0,100
"Acalypha","Acalypha australis",0,294,294,0,100
"Acanthus","Acanthus spinosus",0,1,1,0,100
"Acer","Acer tegmentosum",0,1,1,0,100
"Achillea","Achillea distans",0,26,26,0,100
"Actaea","Actaea ludovici",0,4,4,0,100
"Actinotaenium","Actinotaenium curtum",0,1,1,0,100
"Agalinis","Agalinis maritima",0,2,2,0,100
"Agardhiella","Agardhiella subulata",0,42,42,0,100
"Ageratum","Ageratum houstonianum",0,3,3,0,100
"Aglaothamnion","Aglaothamnion halliae",0,1,1,0,100
"Agrimonia","Agrimonia eupatoria",0,1,1,0,100
"Agrimonia","Agrimonia pubescens",0,1,1,0,100
"Agrostis","Agrostis capillaris",0,2,2,0,100
"Agrostis","Agrostis scabra",0,2,2,0,100
"Aira","Aira praecox",0,2,2,0,100
"Aletris","Aletris farinosa",0,2,2,0,100
"Alisma","Alisma gramineum",0,1,1,0,100
"Alisma","Alisma triviale",0,9,9,0,100
"Allium","Allium ampeloprasum",0,2,2,0,100
"Allium","Allium cepa",0,5,5,0,100
"Allium","Allium giganteum",0,1,1,0,100
"Allium","Allium proliferum",0,1,1,0,100
"Allium","Allium sativum",0,3,3,0,100
"Allium","Allium siculum",0,1,1,0,100
"Allium","Allium stellatum",0,1,1,0,100
"Allium","Allium ursinum",0,8,8,0,100
"Alnus","Alnus alnobetula",0,18,18,0,100
"Alternanthera","Alternanthera paronychioides",0,1,1,0,100
"Alyssum","Alyssum alyssoides",0,1,1,0,100
"Amaranthus","Amaranthus viridis",0,9,9,0,100
"Amblystegium","Amblystegium serpens",0,2,2,0,100
"Amelanchier","Amelanchier alnifolia",0,1,1,0,100
"Amelanchier","Amelanchier bartramiana",0,1,1,0,100
"Amelanchier","Amelanchier sanguinea",0,2,2,0,100
"Amelanchier","Amelanchier stolonifera",0,1,1,0,100
"Ampelopsis","Ampelopsis cordata",0,28,28,0,100
"Anacamptodon","Anacamptodon splachnoides",0,4,4,0,100
"Andersonglossum","Andersonglossum boreale",0,1,1,0,100
"Andreaea","Andreaea rupestris",0,3,3,0,100
"Anemone","Anemone apennina",0,1,1,0,100
"Anomodon","Anomodon minor",0,1,1,0,100
"Anomodon","Anomodon viticulosus",0,2,2,0,100
"Anomodontopsis","Anomodontopsis rugelii",0,1,1,0,100
"Antennaria","Antennaria parlinii",0,6,6,0,100
"Anthemis","Anthemis arvensis",0,3,3,0,100
"Anthoxanthum","Anthoxanthum monticola",0,2,2,0,100
"Anthoxanthum","Anthoxanthum nitens",0,3,3,0,100
"Anticlea","Anticlea elegans",0,6,6,0,100
"Aquilegia","Aquilegia chrysantha",0,1,1,0,100
"Arabis","Arabis pycnocarpa",0,3,3,0,100
"Arachis","Arachis hypogaea",0,1,1,0,100
"Arctostaphylos","Arctostaphylos uva-ursi",0,119,119,0,100
"Argemone","Argemone mexicana",0,1,1,0,100
"Argentina","Argentina anserina",0,67,67,0,100
"Aristida","Aristida basiramea",0,2,2,0,100
"Aristida","Aristida oligantha",0,4,4,0,100
"Aristida","Aristida tuberculosa",0,2,2,0,100
"Aristolochia","Aristolochia clematitis",0,19,19,0,100
"Artemisia","Artemisia biennis",0,1,1,0,100
"Artemisia","Artemisia campestris",0,44,44,0,100
"Artemisia","Artemisia dracunculus",0,12,12,0,100
"Arum","Arum maculatum",0,2,2,0,100
"Arundo","Arundo donax",0,1,1,0,100
"Asarina","Asarina procumbens",0,2,2,0,100
"Asclepias","Asclepias amplexicaulis",0,36,36,0,100
"Asplenium","Asplenium ebenoides",0,1,1,0,100
"Asplenium","Asplenium quadrivalens",0,2,2,0,100
"Astragalus","Astragalus canadensis",0,3,3,0,100
"Astrantia","Astrantia major",0,1,1,0,100
"Atrichum","Atrichum altecristatum",0,1,1,0,100
"Atriplex","Atriplex dioica",0,1,1,0,100
"Aubrieta","Aubrieta deltoidea",0,1,1,0,100
"Aulacomnium","Aulacomnium heterostichum",0,1,1,0,100
"Azolla","Azolla cristata",0,3,3,0,100
"Azolla","Azolla filiculoides",0,4,4,0,100
"Baptisia","Baptisia sphaerocarpa",0,2,2,0,100
"Basella","Basella alba",0,1,1,0,100
"Begonia","Begonia cucullata",0,1,1,0,100
"Betula","Betula cordifolia",0,12,12,0,100
"Betula","Betula pumila",0,3,3,0,100
"Bidens","Bidens alba",0,1,1,0,100
"Bidens","Bidens beckii",0,2,2,0,100
"Bidens","Bidens discoidea",0,3,3,0,100
"Bidens","Bidens trichosperma",0,1,1,0,100
"Bidens","Bidens tripartita",0,4,4,0,100
"Bistorta","Bistorta officinalis",0,1,1,0,100
"Boechera","Boechera grahamii",0,4,4,0,100
"Bolboschoenus","Bolboschoenus maritimus",0,1,1,0,100
"Bolboschoenus","Bolboschoenus robustus",0,2,2,0,100
"Botrychium","Botrychium angustisegmentum",0,4,4,0,100
"Bowlesia","Bowlesia incana",0,1,1,0,100
"Brachytheciastrum","Brachytheciastrum velutinum",0,1,1,0,100
"Brachythecium","Brachythecium novae-angliae",0,2,2,0,100
"Brachythecium","Brachythecium rutabulum",0,2,2,0,100
"Brachythecium","Brachythecium salebrosum",0,1,1,0,100
"Brassica","Brassica nigra",0,4,4,0,100
"Briza","Briza media",0,1,1,0,100
"Bromus","Bromus ciliatus",0,3,3,0,100
"Bromus","Bromus diandrus",0,1,1,0,100
"Bromus","Bromus hordeaceus",0,7,7,0,100
"Bromus","Bromus kalmii",0,4,4,0,100
"Bromus","Bromus latiglumis",0,3,3,0,100
"Bromus","Bromus squarrosus",0,1,1,0,100
"Brotherella","Brotherella recurvans",0,2,2,0,100
"Bunias","Bunias orientalis",0,1,1,0,100
"Buxbaumia","Buxbaumia aphylla",0,5,5,0,100
"Buxus","Buxus sempervirens",0,32,32,0,100
"Calamagrostis","Calamagrostis arenaria",0,2,2,0,100
"Calamagrostis","Calamagrostis breviligulata",0,134,134,0,100
"Calamagrostis","Calamagrostis epigejos",0,5,5,0,100
"Calamagrostis","Calamagrostis pickeringii",0,2,2,0,100
"Calendula","Calendula arvensis",0,1,1,0,100
"Callirhoe","Callirhoe involucrata",0,7,7,0,100
"Callitriche","Callitriche palustris",0,4,4,0,100
"Callitriche","Callitriche terrestris",0,2,2,0,100
"Calypogeia","Calypogeia neogaea",0,1,1,0,100
"Campanula","Campanula patula",0,1,1,0,100
"Campsis","Campsis tagliabueana",0,2,2,0,100
"Campylophyllopsis","Campylophyllopsis hispidula",0,1,1,0,100
"Cannabis","Cannabis sativa",0,8,8,0,100
"Caragana","Caragana arborescens",0,9,9,0,100
"Cardamine","Cardamine dentata",0,1,1,0,100
"Cardamine","Cardamine dissecta",0,1,1,0,100
"Cardiospermum","Cardiospermum halicacabum",0,2,2,0,100
"Carex","Carex abscondita",0,2,2,0,100
"Carex","Carex adusta",0,1,1,0,100
"Carex","Carex albicans",0,6,6,0,100
"Carex","Carex alopecoidea",0,3,3,0,100
"Carex","Carex appalachica",0,5,5,0,100
"Carex","Carex arcta",0,1,1,0,100
"Carex","Carex argyrantha",0,3,3,0,100
"Carex","Carex atherodes",0,2,2,0,100
"Carex","Carex atlantica",0,3,3,0,100
"Carex","Carex aurea",0,13,13,0,100
"Carex","Carex backii",0,9,9,0,100
"Carex","Carex barrattii",0,2,2,0,100
"Carex","Carex bigelowii",0,2,2,0,100
"Carex","Carex brevior",0,5,5,0,100
"Carex","Carex brunnescens",0,3,3,0,100
"Carex","Carex buxbaumii",0,5,5,0,100
"Carex","Carex careyana",0,6,6,0,100
"Carex","Carex castanea",0,2,2,0,100
"Carex","Carex cephaloidea",0,1,1,0,100
"Carex","Carex chordorrhiza",0,5,5,0,100
"Carex","Carex collinsii",0,3,3,0,100
"Carex","Carex conoidea",0,6,6,0,100
"Carex","Carex crawei",0,4,4,0,100
"Carex","Carex crawfordii",0,1,1,0,100
"Carex","Carex cumulata",0,2,2,0,100
"Carex","Carex deflexa",0,2,2,0,100
"Carex","Carex deweyana",0,3,3,0,100
"Carex","Carex diandra",0,3,3,0,100
"Carex","Carex digitalis",0,3,3,0,100
"Carex","Carex disperma",0,8,8,0,100
"Carex","Carex eburnea",0,2,2,0,100
"Carex","Carex echinata",0,8,8,0,100
"Carex","Carex exilis",0,4,4,0,100
"Carex","Carex extensa",0,17,17,0,100
"Carex","Carex festucacea",0,1,1,0,100
"Carex","Carex flava",0,30,30,0,100
"Carex","Carex foenea",0,2,2,0,100
"Carex","Carex formosa",0,1,1,0,100
"Carex","Carex gravida",0,1,1,0,100
"Carex","Carex grisea",0,5,5,0,100
"Carex","Carex haydenii",0,2,2,0,100
"Carex","Carex hirta",0,4,4,0,100
"Carex","Carex hitchcockiana",0,3,3,0,100
"Carex","Carex hormathodes",0,1,1,0,100
"Carex","Carex interior",0,9,9,0,100
"Carex","Carex kobomugi",0,7,7,0,100
"Carex","Carex lasiocarpa",0,5,5,0,100
"Carex","Carex leptonervia",0,1,1,0,100
"Carex","Carex limosa",0,6,6,0,100
"Carex","Carex longii",0,14,14,0,100
"Carex","Carex magellanica",0,10,10,0,100
"Carex","Carex merritt-fernaldii",0,2,2,0,100
"Carex","Carex muehlenbergii",0,4,4,0,100
"Carex","Carex muskingumensis",0,8,8,0,100
"Carex","Carex nigromarginata",0,2,2,0,100
"Carex","Carex normalis",0,4,4,0,100
"Carex","Carex novae-angliae",0,3,3,0,100
"Carex","Carex oederi",0,3,3,0,100
"Carex","Carex oligocarpa",0,1,1,0,100
"Carex","Carex oligosperma",0,5,5,0,100
"Carex","Carex ormostachya",0,1,1,0,100
"Carex","Carex pallescens",0,13,13,0,100
"Carex","Carex pauciflora",0,7,7,0,100
"Carex","Carex peckii",0,1,1,0,100
"Carex","Carex prairea",0,1,1,0,100
"Carex","Carex projecta",0,7,7,0,100
"Carex","Carex pseudocyperus",0,8,8,0,100
"Carex","Carex retroflexa",0,1,1,0,100
"Carex","Carex retrorsa",0,9,9,0,100
"Carex","Carex rosea",0,9,9,0,100
"Carex","Carex schweinitzii",0,1,1,0,100
"Carex","Carex scirpoidea",0,7,7,0,100
"Carex","Carex secalina",0,3,3,0,100
"Carex","Carex siccata",0,1,1,0,100
"Carex","Carex silicea",0,7,7,0,100
"Carex","Carex spicata",0,9,9,0,100
"Carex","Carex sprengelii",0,7,7,0,100
"Carex","Carex sylvatica",0,4,4,0,100
"Carex","Carex tenera",0,2,2,0,100
"Carex","Carex tenuiflora",0,1,1,0,100
"Carex","Carex texensis",0,2,2,0,100
"Carex","Carex tribuloides",0,1,1,0,100
"Carex","Carex trisperma",0,11,11,0,100
"Carex","Carex tuckermanii",0,3,3,0,100
"Carex","Carex vesicaria",0,5,5,0,100
"Carex","Carex vestita",0,4,4,0,100
"Carex","Carex willdenowii",0,8,8,0,100
"Carex","Carex woodii",0,1,1,0,100
"Carpinus","Carpinus betulus",0,16,16,0,100
"Carya","Carya ovalis",0,16,16,0,100
"Catalpa","Catalpa ovata",0,1,1,0,100
"Ceanothus","Ceanothus herbaceus",0,5,5,0,100
"Celosia","Celosia spicata",0,2,2,0,100
"Celtis","Celtis sinensis",0,1,1,0,100
"Cenchrus","Cenchrus longispinus",0,12,12,0,100
"Cenchrus","Cenchrus tribuloides",0,16,16,0,100
"Centaurea","Centaurea macrocephala",0,1,1,0,100
"Centaurea","Centaurea moncktonii",0,13,13,0,100
"Centaurea","Centaurea scabiosa",0,1,1,0,100
"Centaurium","Centaurium erythraea",0,15,15,0,100
"Centranthus","Centranthus ruber",0,2,2,0,100
"Cerastium","Cerastium nutans",0,1,1,0,100
"Cerastium","Cerastium pumilum",0,1,1,0,100
"Cerastium","Cerastium semidecandrum",0,1,1,0,100
"Ceratophyllum","Ceratophyllum echinatum",0,6,6,0,100
"Chaenostoma","Chaenostoma cordatum",0,1,1,0,100
"Chaerophyllum","Chaerophyllum tainturieri",0,4,4,0,100
"Chamaecyparis","Chamaecyparis pisifera",0,77,77,0,100
"Chamaemelum","Chamaemelum nobile",0,2,2,0,100
"Chenopodiastrum","Chenopodiastrum hybridum",0,2,2,0,100
"Chenopodium","Chenopodium berlandieri",0,3,3,0,100
"Chenopodium","Chenopodium pratericola",0,1,1,0,100
"Chenopodium","Chenopodium vulvaria",0,1,1,0,100
"Chloris","Chloris verticillata",0,3,3,0,100
"Chondrus","Chondrus crispus",0,28,28,0,100
"Chrysopsis","Chrysopsis mariana",0,20,20,0,100
"Cicer","Cicer arietinum",0,7,7,0,100
"Cinna","Cinna latifolia",0,2,2,0,100
"Cirsium","Cirsium horridulum",0,31,31,0,100
"Cirsium","Cirsium palustre",0,17,17,0,100
"Cladium","Cladium mariscoides",0,9,9,0,100
"Clematis","Clematis jackmanii",0,1,1,0,100
"Clematis","Clematis occidentalis",0,6,6,0,100
"Clematis","Clematis recta",0,1,1,0,100
"Clematis","Clematis vitalba",0,2,2,0,100
"Clematis","Clematis viticella",0,7,7,0,100
"Clinopodium","Clinopodium acinos",0,3,3,0,100
"Closterium","Closterium acerosum",0,1,1,0,100
"Cocos","Cocos nucifera",0,2,2,0,100
"Codium","Codium fragile",0,54,54,0,100
"Coix","Coix lacryma-jobi",0,1,1,0,100
"Corallina","Corallina officinalis",0,1,1,0,100
"Corallorhiza","Corallorhiza trifida",0,4,4,0,100
"Corema","Corema conradii",0,2,2,0,100
"Coreopsis","Coreopsis palmata",0,4,4,0,100
"Coreopsis","Coreopsis rosea",0,6,6,0,100
"Corispermum","Corispermum pallasii",0,3,3,0,100
"Cornus","Cornus alba",0,1,1,0,100
"Corydalis","Corydalis aurea",0,1,1,0,100
"Corylus","Corylus colurna",0,1,1,0,100
"Corynephorus","Corynephorus canescens",0,3,3,0,100
"Crambe","Crambe maritima",0,1,1,0,100
"Crataegus","Crataegus fretalis",0,1,1,0,100
"Crataegus","Crataegus holmesiana",0,2,2,0,100
"Crataegus","Crataegus laevigata",0,1,1,0,100
"Crepis","Crepis capillaris",0,5,5,0,100
"Crepis","Crepis setosa",0,1,1,0,100
"Crocanthemum","Crocanthemum bicknellii",0,3,3,0,100
"Crocanthemum","Crocanthemum propinquum",0,2,2,0,100
"Cryptogramma","Cryptogramma stelleri",0,4,4,0,100
"Cryptomeria","Cryptomeria japonica",0,4,4,0,100
"Cryptotaenia","Cryptotaenia japonica",0,2,2,0,100
"Ctenidium","Ctenidium molluscum",0,2,2,0,100
"Cuphea","Cuphea carthagenensis",0,1,1,0,100
"Cuscuta","Cuscuta cephalanthi",0,1,1,0,100
"Cuscuta","Cuscuta compacta",0,1,1,0,100
"Cuscuta","Cuscuta pentagona",0,9,9,0,100
"Cyperus","Cyperus compressus",0,1,1,0,100
"Cyperus","Cyperus diandrus",0,5,5,0,100
"Cyperus","Cyperus filicinus",0,5,5,0,100
"Cyperus","Cyperus fuscus",0,4,4,0,100
"Cyperus","Cyperus grayi",0,9,9,0,100
"Cyperus","Cyperus houghtonii",0,1,1,0,100
"Cyperus","Cyperus lupulinus",0,15,15,0,100
"Cyperus","Cyperus nipponicus",0,18,18,0,100
"Cyperus","Cyperus papyrus",0,1,1,0,100
"Cyperus","Cyperus pseudovegetus",0,1,1,0,100
"Cyperus","Cyperus retrorsus",0,4,4,0,100
"Cyperus","Cyperus schweinitzii",0,13,13,0,100
"Cyperus","Cyperus subsquarrosus",0,1,1,0,100
"Cystopteris","Cystopteris tennesseensis",0,2,2,0,100
"Dalea","Dalea purpurea",0,1,1,0,100
"Daphne","Daphne mezereum",0,55,55,0,100
"Dasysiphonia","Dasysiphonia japonica",0,1,1,0,100
"Descurainia","Descurainia sophia",0,9,9,0,100
"Desmodium","Desmodium ciliare",0,11,11,0,100
"Deutzia","Deutzia pulchra",0,1,1,0,100
"Dianthus","Dianthus carthusianorum",0,1,1,0,100
"Diapensia","Diapensia lapponica",0,17,17,0,100
"Dichanthelium","Dichanthelium implicatum",0,1,1,0,100
"Dichanthelium","Dichanthelium sphaerocarpon",0,1,1,0,100
"Dichondra","Dichondra argentea",0,1,1,0,100
"Dichondra","Dichondra repens",0,1,1,0,100
"Dicranella","Dicranella heteromalla",0,2,2,0,100
"Dicranum","Dicranum ontariense",0,1,1,0,100
"Dicranum","Dicranum polysetum",0,6,6,0,100
"Dicranum","Dicranum viride",0,4,4,0,100
"Dictamnus","Dictamnus albus",0,7,7,0,100
"Digitaria","Digitaria cognata",0,2,2,0,100
"Dimorphococcus","Dimorphococcus lunatus",0,1,1,0,100
"Diodia","Diodia virginiana",0,2,2,0,100
"Diphyscium","Diphyscium foliosum",0,9,9,0,100
"Diplachne","Diplachne fusca",0,4,4,0,100
"Diplotaxis","Diplotaxis muralis",0,2,2,0,100
"Dittrichia","Dittrichia graveolens",0,5,5,0,100
"Draba","Draba arabisans",0,3,3,0,100
"Dracocephalum","Dracocephalum parviflorum",0,3,3,0,100
"Dryopteris","Dryopteris campyloptera",0,17,17,0,100
"Dryopteris","Dryopteris uliginosa",0,1,1,0,100
"Dysphania","Dysphania botrys",0,3,3,0,100
"Ecballium","Ecballium elaterium",0,1,1,0,100
"Echinochloa","Echinochloa walteri",0,5,5,0,100
"Echinops","Echinops bannaticus",0,1,1,0,100
"Echinops","Echinops exaltatus",0,1,1,0,100
"Echinops","Echinops sphaerocephalus",0,2,2,0,100
"Echium","Echium plantagineum",0,2,2,0,100
"Edrastima","Edrastima uniflora",0,2,2,0,100
"Elaeagnus","Elaeagnus angustifolia",0,29,29,0,100
"Elatine","Elatine minima",0,1,1,0,100
"Eleocharis","Eleocharis compressa",0,1,1,0,100
"Eleocharis","Eleocharis engelmannii",0,4,4,0,100
"Eleocharis","Eleocharis flavescens",0,3,3,0,100
"Eleocharis","Eleocharis intermedia",0,1,1,0,100
"Eleocharis","Eleocharis ovata",0,2,2,0,100
"Eleocharis","Eleocharis robbinsii",0,3,3,0,100
"Elodea","Elodea densa",0,7,7,0,100
"Elymus","Elymus violaceus",0,1,1,0,100
"Empetrum","Empetrum atropurpureum",0,3,3,0,100
"Empetrum","Empetrum nigrum",0,15,15,0,100
"Encalypta","Encalypta procera",0,2,2,0,100
"Enkianthus","Enkianthus campanulatus",0,1,1,0,100
"Entodon","Entodon cladorrhizans",0,4,4,0,100
"Epilobium","Epilobium leptophyllum",0,3,3,0,100
"Epimedium","Epimedium grandiflorum",0,1,1,0,100
"Equisetum","Equisetum fluviatile",0,14,14,0,100
"Equisetum","Equisetum nelsonii",0,1,1,0,100
"Equisetum","Equisetum palustre",0,2,2,0,100
"Equisetum","Equisetum scirpoides",0,14,14,0,100
"Equisetum","Equisetum variegatum",0,17,17,0,100
"Eragrostis","Eragrostis curvula",0,13,13,0,100
"Eragrostis","Eragrostis frankii",0,2,2,0,100
"Eragrostis","Eragrostis hirsuta",0,1,1,0,100
"Eragrostis","Eragrostis pilosa",0,1,1,0,100
"Erigeron","Erigeron bonariensis",0,1,1,0,100
"Erigeron","Erigeron divaricatus",0,1,1,0,100
"Eriophorum","Eriophorum gracile",0,3,3,0,100
"Eriophorum","Eriophorum tenellum",0,3,3,0,100
"Eriophorum","Eriophorum vaginatum",0,20,20,0,100
"Erucastrum","Erucastrum gallicum",0,8,8,0,100
"Eryngium","Eryngium planum",0,1,1,0,100
"Erysimum","Erysimum odoratum",0,1,1,0,100
"Erythranthe","Erythranthe moschata",0,1,1,0,100
"Eucommia","Eucommia ulmoides",0,1,1,0,100
"Euonymus","Euonymus hamiltonianus",0,3,3,0,100
"Eupatorium","Eupatorium subvenosum",0,3,3,0,100
"Euphorbia","Euphorbia characias",0,1,1,0,100
"Euphorbia","Euphorbia graminea",0,5,5,0,100
"Euphorbia","Euphorbia hirta",0,1,1,0,100
"Euphorbia","Euphorbia hyssopifolia",0,6,6,0,100
"Euphorbia","Euphorbia myrsinites",0,6,6,0,100
"Euphorbia","Euphorbia vermiculata",0,15,15,0,100
"Euphorbia","Euphorbia virgata",0,34,34,0,100
"Euphrasia","Euphrasia nemorosa",0,1,1,0,100
"Euphrasia","Euphrasia stricta",0,13,13,0,100
"Eurhynchiastrum","Eurhynchiastrum pulchellum",0,2,2,0,100
"Eurybia","Eurybia spectabilis",0,93,93,0,100
"Euthamia","Euthamia caroliniana",0,9,9,0,100
"Fabronia","Fabronia ciliaris",0,1,1,0,100
"Fallopia","Fallopia baldschuanica",0,4,4,0,100
"Fatsia","Fatsia japonica",0,1,1,0,100
"Festuca","Festuca myuros",0,2,2,0,100
"Festuca","Festuca ovina",0,1,1,0,100
"Ficus","Ficus carica",0,77,77,0,100
